student_id,gender,age,parent_education,family_income,attendance_pct,internal_marks,assignments_submitted_pct,previous_grade,extracurricular,final_result
S00737,Female,18,Graduate,25828,91.1,76.9,100.0,D,High,Pass
S00738,Male,19,Primary,19277,66.8,70.1,58.6,B,Low,Pass
S00739,Female,16,Secondary,3221,80.1,55.4,79.9,C,Medium,Pass
S00740,Female,17,Primary,39720,86.7,64.4,59.0,C,Low,Pass
S00741,Male,18,Secondary,2000,99.4,47.7,88.9,C,High,Pass
S00742,Female,18,Graduate,40438,69.1,48.0,60.0,B,Low,Fail
S00743,Male,19,Secondary,51284,84.6,73.4,77.8,C,Low,Fail
S00744,Male,18,Secondary,42989,84.7,63.7,100.0,B,Medium,Pass
S00745,Male,22,Graduate,15887,84.7,53.3,67.4,D,None,Fail
S00746,Female,18,Secondary,36874,73.8,91.5,56.0,D,None,Pass
S00747,Other,19,Graduate,29024,76.8,56.4,85.9,F,None,Fail
S00748,Male,20,Secondary,19205,62.9,85.8,41.8,F,None,Fail
S00749,Male,21,Postgraduate,34409,96.1,54.6,85.3,A,Low,Pass
S00750,Female,17,Graduate,32189,99.6,79.7,96.4,B,None,Pass
S00751,Male,17,Secondary,37158,94.0,51.2,96.7,B,Low,Pass
S00752,Male,17,Secondary,17525,93.3,51.8,93.0,C,High,Fail
S00753,Female,17,Secondary,21676,70.6,79.4,79.1,A,High,Pass
S00754,Male,19,Secondary,23973,85.3,62.2,94.8,C,Low,Fail
S00755,Female,17,Graduate,39066,75.4,60.1,61.1,B,Low,Pass
S00756,Female,17,Graduate,27082,69.5,61.9,78.0,C,Low,Pass
S00757,Female,21,Graduate,37136,79.0,60.1,74.6,C,High,Fail
S00758,Male,16,Primary,22845,78.3,65.5,74.3,D,Low,Fail
S00759,Male,16,Secondary,2000,72.2,57.3,73.9,B,None,Fail
S00760,Male,22,Graduate,34364,70.7,42.9,79.9,C,Low,Pass
S00761,Male,19,Graduate,47040,59.9,86.7,51.7,B,Low,Pass
S00762,Male,20,Postgraduate,38598,85.7,100.0,63.5,D,High,Pass
S00763,Male,19,Postgraduate,23809,90.1,77.5,70.7,C,None,Pass
S00764,Male,21,Secondary,39593,75.8,55.0,64.5,C,Low,Fail
S00765,Male,16,None,13759,76.9,75.7,65.9,A,Low,Pass
S00766,Female,21,Secondary,18433,86.8,71.6,80.6,C,Low,Pass
S00767,Female,18,None,51778,84.4,59.8,71.2,D,Low,Fail
S00768,Female,19,Primary,33585,71.4,43.7,46.4,D,High,Fail
S00769,Male,16,Postgraduate,23158,86.0,53.1,87.7,B,Low,Fail
S00770,Other,16,Graduate,13509,80.4,36.2,79.4,D,Low,Fail
S00771,Male,16,Secondary,32158,99.9,74.6,100.0,C,None,Fail
S00772,Male,17,Graduate,16538,81.3,67.7,72.1,B,None,Pass
S00773,Male,19,Graduate,12788,82.3,74.6,79.2,D,None,Pass
S00774,Male,17,Secondary,11709,81.7,75.5,100.0,B,Low,Pass
S00775,Female,21,Secondary,30466,82.8,83.7,88.2,C,Low,Pass
S00776,Female,18,Postgraduate,5969,100.0,63.8,100.0,F,Low,Fail
S00777,Male,22,Secondary,38415,68.3,58.1,92.6,D,None,Fail
S00778,Female,20,Secondary,50385,86.4,24.4,85.5,B,None,Fail
S00779,Other,18,Secondary,41795,87.8,59.9,82.3,A,Low,Fail
S00780,Female,19,Primary,43804,80.8,50.4,83.7,A,Low,Pass
S00781,Male,20,None,17066,75.1,51.4,48.5,C,Low,Fail
S00782,Male,17,Postgraduate,22300,91.5,62.0,73.9,C,Medium,Pass
S00783,Female,19,Secondary,20838,72.4,67.8,55.0,B,Low,Pass
S00784,Male,20,Graduate,28275,97.9,68.0,77.0,F,Medium,Fail
S00785,Male,22,Primary,32805,79.3,64.4,89.5,D,Medium,Pass
S00786,Female,20,Primary,30617,75.9,59.5,64.9,C,Low,Fail
S00787,Male,19,Graduate,14358,84.2,99.2,76.2,C,Low,Pass
S00788,Male,18,Secondary,2000,100.0,45.7,95.7,C,Medium,Pass
S00789,Female,19,Graduate,21075,66.6,42.1,73.8,B,Medium,Pass
S00790,Male,22,Secondary,2000,100.0,65.9,75.5,B,Low,Fail
S00791,Male,22,Graduate,11215,80.0,59.7,91.7,C,Low,Fail
S00792,Male,17,Secondary,13594,81.1,70.7,60.3,A,Medium,Fail
S00793,Male,18,Secondary,38471,97.1,66.6,89.9,A,Low,Pass
S00794,Female,16,Secondary,34884,95.8,70.2,82.6,C,High,Pass
S00795,Female,18,Graduate,34817,77.0,86.4,81.4,C,Low,Fail
S00796,Male,22,Secondary,14200,75.8,46.2,68.2,D,Medium,Pass
S00797,Female,20,Primary,21584,55.4,62.1,39.1,B,None,Pass
S00798,Female,16,Secondary,32152,80.1,63.6,61.8,F,None,Fail
S00799,Other,20,Primary,56946,90.6,68.2,92.3,C,Medium,Pass
S00800,Male,20,Postgraduate,23120,95.0,65.9,76.8,C,Low,Pass
S00801,Male,19,Secondary,21259,73.4,58.8,68.8,C,Medium,Fail
S00802,Female,22,Primary,3352,63.0,47.9,61.0,B,Low,Fail
S00803,Female,16,Secondary,40511,90.9,49.0,100.0,C,Medium,Pass
S00804,Male,19,Postgraduate,23261,88.7,70.3,85.6,B,Low,Pass
S00805,Female,19,Graduate,37175,88.3,100.0,71.0,F,Medium,Pass
S00806,Male,16,Secondary,9980,75.8,50.7,77.0,B,None,Pass
S00807,Female,16,Primary,30566,75.1,67.7,87.1,B,None,Pass
S00808,Female,20,Graduate,50671,100.0,74.4,69.2,C,Low,Pass
S00809,Female,17,Graduate,59546,82.8,69.6,67.9,B,Low,Pass
S00810,Male,17,Primary,43028,80.1,65.9,71.9,B,Medium,Pass
S00811,Female,22,Secondary,26545,94.6,74.6,90.5,C,Medium,Pass
S00812,Male,20,Secondary,21988,100.0,71.9,92.5,C,Low,Pass
S00813,Female,17,Secondary,2000,96.9,90.4,64.0,B,None,Pass
S00814,Male,21,None,32215,69.7,66.0,46.4,C,None,Pass
S00815,Female,18,Graduate,7720,86.1,75.8,67.0,B,Low,Pass
S00816,Male,20,Graduate,18370,85.2,61.0,78.2,F,Low,Fail
S00817,Male,21,Secondary,13186,76.3,90.4,71.7,C,None,Fail
S00818,Female,19,Graduate,32775,92.1,87.3,99.7,D,High,Pass
S00819,Female,16,Secondary,4791,76.0,73.3,62.2,B,Low,Pass
S00820,Other,19,Secondary,22086,75.0,53.0,64.0,B,Low,Fail
S00821,Male,16,Primary,28460,71.6,55.6,57.5,B,High,Fail
S00822,Male,22,Secondary,19010,84.9,69.1,100.0,D,None,Fail
S00823,Female,20,Secondary,38356,85.8,64.5,95.4,A,Low,Pass
S00824,Male,20,Secondary,14701,96.6,81.0,76.2,C,Low,Pass
S00825,Female,20,Primary,28846,79.1,99.9,76.1,B,Low,Pass
S00826,Female,17,Primary,48835,78.6,63.0,53.2,F,Low,Fail
S00827,Male,20,Secondary,31747,75.7,53.4,73.1,A,Low,Pass
S00828,Male,22,Secondary,2000,94.0,59.5,97.4,C,Low,Pass
S00829,Male,18,Secondary,26417,100.0,100.0,96.2,F,None,Pass
S00830,Female,21,None,25778,66.4,65.6,52.8,C,None,Fail
S00831,Male,22,Secondary,12085,87.4,41.5,79.1,D,Medium,Fail
S00832,Female,20,Secondary,54085,93.5,74.8,85.7,A,Low,Pass
S00833,Female,18,Primary,31141,75.7,66.4,80.9,B,None,Pass
S00834,Male,19,Primary,36535,74.7,64.9,74.5,A,None,Pass
S00835,Female,22,Secondary,11281,80.3,72.6,48.9,D,Low,Pass
S00836,Male,17,Graduate,31567,88.3,100.0,50.5,D,Low,Pass
S00837,Female,22,Graduate,25485,100.0,86.7,98.5,B,None,Pass
S00838,Female,21,Graduate,49080,97.2,46.4,81.1,C,Low,Fail
S00839,Female,20,Graduate,31911,69.8,82.0,58.1,A,Low,Pass
S00840,Male,17,Secondary,15491,73.6,55.8,75.4,C,Low,Fail
S00841,Female,16,Secondary,32285,100.0,41.7,100.0,A,Low,Pass
S00842,Male,21,Graduate,4225,77.6,81.5,81.3,C,Low,Pass
S00843,Female,18,Postgraduate,30143,97.4,58.3,84.6,B,Low,Pass
S00844,Female,20,Graduate,40058,64.9,82.4,46.8,D,Low,Fail
S00845,Male,16,Secondary,2000,91.2,54.5,83.5,A,Low,Pass
S00846,Male,16,Secondary,40282,73.5,61.1,70.9,C,None,Fail
S00847,Female,21,Secondary,10639,76.8,59.3,72.4,C,Low,Fail
S00848,Female,19,Secondary,18463,76.6,57.8,71.1,B,Low,Fail
S00849,Female,17,Secondary,32809,83.3,49.8,90.9,C,High,Fail
S00850,Female,22,Graduate,29626,83.4,84.5,74.0,B,Low,Pass
S00851,Female,22,Graduate,15850,85.3,72.6,84.7,D,Medium,Pass
S00852,Male,20,Primary,29083,79.4,73.2,58.4,C,None,Fail
S00853,Female,22,Primary,37960,79.0,66.3,90.3,D,Low,Pass
S00854,Male,22,Primary,13622,75.5,56.5,78.2,D,High,Fail
S00855,Female,18,None,40300,100.0,90.5,81.1,C,Low,Pass
S00856,Male,22,Graduate,31752,84.0,96.6,61.2,D,High,Pass
S00857,Female,22,Graduate,32958,69.8,68.2,82.1,D,Low,Fail
S00858,Female,17,Postgraduate,51094,85.9,43.4,67.8,C,Low,Fail
S00859,Female,19,Graduate,32305,96.0,86.1,75.4,B,Low,Pass
S00860,Female,21,Graduate,15577,97.9,66.1,96.2,B,Low,Pass
S00861,Female,19,Graduate,45567,100.0,100.0,100.0,F,None,Pass
S00862,Male,16,Primary,42855,90.4,79.5,96.6,A,High,Pass
S00863,Female,19,Secondary,23983,97.2,72.9,86.5,C,None,Pass
S00864,Male,22,Secondary,16233,100.0,94.8,95.1,D,Low,Fail
S00865,Other,20,None,43803,97.1,57.3,69.1,B,Medium,Pass
S00866,Female,19,Secondary,32205,82.2,62.6,85.7,D,Low,Fail
S00867,Female,18,Graduate,18119,88.9,47.6,97.9,A,Low,Pass
S00868,Female,22,Graduate,37951,84.8,25.7,72.1,B,Low,Pass
S00869,Female,22,Graduate,34318,79.3,59.4,89.5,F,Low,Pass
S00870,Female,18,Graduate,42245,89.9,69.4,83.8,B,None,Pass
S00871,Male,20,Graduate,4975,93.7,89.6,89.3,D,High,Pass
S00872,Female,19,Graduate,4365,80.3,100.0,84.0,C,Low,Fail
S00873,Female,20,None,11995,80.9,52.8,61.0,A,None,Fail
S00874,Female,21,Primary,5582,71.8,84.9,55.4,B,Low,Pass
S00875,Female,16,Postgraduate,5736,77.6,69.6,100.0,F,Low,Pass
S00876,Other,18,Secondary,40893,79.4,80.6,83.6,C,Medium,Pass
S00877,Male,19,Postgraduate,19098,65.9,77.1,84.6,D,Medium,Pass
S00878,Other,19,Graduate,10523,68.7,90.1,39.1,B,Medium,Pass
S00879,Female,16,Graduate,28203,83.0,73.2,100.0,D,Low,Pass
S00880,Male,18,Graduate,16010,92.3,54.5,100.0,C,Medium,Pass
S00881,Female,22,Secondary,13417,100.0,59.4,100.0,A,Low,Pass
S00882,Male,17,None,27504,82.0,46.5,92.1,A,Low,Fail
S00883,Male,21,Secondary,28520,100.0,66.2,82.0,B,None,Pass
S00884,Male,22,Primary,3640,75.1,43.9,72.0,C,None,Fail
S00885,Female,17,Secondary,29177,92.8,57.1,92.6,D,None,Pass
S00886,Female,16,Postgraduate,39648,100.0,68.7,92.9,F,Low,Pass
S00887,Other,20,Secondary,12008,90.1,62.8,71.1,B,Medium,Pass
S00888,Other,20,None,7285,68.5,96.7,53.2,A,None,Pass
S00889,Male,16,Graduate,28323,79.2,40.3,51.1,C,Low,Fail
S00890,Female,20,Secondary,16885,63.4,75.6,62.5,B,High,Pass
S00891,Other,18,Primary,47143,70.1,51.0,70.8,A,Medium,Pass
S00892,Male,21,Primary,21034,72.3,56.0,67.3,B,None,Fail
S00893,Male,22,Secondary,24018,77.1,53.0,74.8,F,High,Fail
S00894,Other,22,Primary,2029,87.9,67.4,68.2,C,None,Fail
S00895,Female,18,Secondary,4844,93.5,54.4,78.8,C,High,Fail
S00896,Male,17,Secondary,40239,81.0,42.7,51.4,C,Medium,Pass
S00897,Female,18,Secondary,39163,78.1,43.7,51.5,C,Medium,Pass
S00898,Female,18,Graduate,45854,98.2,98.9,93.7,C,Medium,Pass
S00899,Female,20,Graduate,42740,82.9,40.4,76.6,D,None,Fail
S00900,Female,21,Secondary,39586,93.7,70.4,68.1,A,None,Fail
S00901,Female,18,Secondary,42647,79.2,48.7,74.5,D,Low,Fail
S00902,Male,17,Primary,25652,88.9,55.1,92.3,C,Low,Fail
S00903,Male,19,Secondary,38353,95.6,70.6,87.8,A,High,Pass
S00904,Female,21,Primary,22882,87.7,61.5,61.4,F,Low,Fail
S00905,Female,21,Secondary,32125,93.7,72.6,85.6,B,Medium,Pass
S00906,Female,17,Graduate,33608,74.5,70.3,58.6,B,Low,Fail
S00907,Other,20,Secondary,12965,80.0,53.0,66.2,C,Low,Fail
S00908,Male,17,Postgraduate,15061,69.7,64.9,75.6,C,None,Pass
S00909,Male,16,Graduate,21500,99.8,56.9,100.0,B,Low,Pass
S00910,Other,21,Secondary,2000,82.3,59.6,79.5,F,None,Fail
S00911,Male,21,Secondary,29677,77.4,81.4,63.5,B,High,Pass
S00912,Male,16,Graduate,14906,91.6,83.4,94.3,B,None,Pass
S00913,Male,17,Secondary,19418,80.3,50.3,97.5,A,Low,Pass
S00914,Female,22,Primary,39076,87.6,92.0,78.8,D,None,Fail
S00915,Female,16,Secondary,23133,74.2,75.9,63.3,B,Medium,Pass
S00916,Female,18,None,40474,65.9,71.7,71.1,B,Low,Fail
S00917,Male,20,Postgraduate,31471,95.0,87.4,82.1,C,High,Pass
S00918,Male,16,Primary,36300,81.3,73.7,61.6,D,High,Pass
S00919,Female,18,Secondary,33462,75.2,84.2,100.0,B,None,Pass
S00920,Male,20,Secondary,30589,86.7,88.1,84.6,A,Low,Pass
S00921,Male,16,Graduate,17604,85.9,97.7,79.7,D,High,Pass
S00922,Male,16,Graduate,19801,82.2,79.6,99.8,D,Medium,Pass
S00923,Other,18,Secondary,22152,85.7,61.4,74.9,D,Medium,Pass
S00924,Female,17,Secondary,44713,92.1,49.6,94.4,C,Medium,Pass
S00925,Female,16,Graduate,38370,83.0,65.6,83.3,D,Medium,Fail
S00926,Other,19,Graduate,40716,91.5,95.7,88.9,D,High,Pass
S00927,Female,22,Secondary,27906,83.1,76.3,78.5,D,Low,Pass
S00928,Male,22,Postgraduate,16761,76.6,44.2,73.1,B,Low,Pass
S00929,Male,17,Graduate,32660,100.0,73.7,100.0,F,Low,Pass
S00930,Male,22,Graduate,16315,76.0,63.3,73.8,D,Medium,Fail
S00931,Male,17,Secondary,32061,81.4,56.9,94.8,C,Low,Fail
S00932,Male,18,Graduate,10001,100.0,44.8,89.0,D,Low,Fail
S00933,Female,18,Secondary,45314,95.7,54.3,100.0,C,High,Fail
S00934,Other,22,Primary,55036,76.9,70.4,78.4,F,None,Pass
S00935,Female,19,Secondary,6909,76.1,22.2,77.7,C,Low,Fail
S00936,Male,19,Secondary,42302,75.6,73.7,77.8,F,Medium,Fail
S00937,Female,21,Secondary,34452,100.0,56.7,84.1,B,Low,Fail
S00938,Female,16,Secondary,24045,71.4,43.8,82.0,C,Low,Fail
S00939,Female,18,Secondary,21886,98.2,60.0,69.1,D,None,Fail
S00940,Female,17,Secondary,37346,74.0,53.8,75.8,F,Medium,Fail
S00941,Male,21,Graduate,36592,92.8,75.0,94.6,F,Low,Pass
S00942,Male,21,Secondary,32200,84.3,86.7,86.5,F,Low,Pass
S00943,Male,16,Secondary,4831,88.6,65.5,62.4,F,Low,Fail
S00944,Other,18,Graduate,32879,67.5,64.2,56.5,C,Medium,Fail
S00945,Male,18,None,36942,82.9,70.2,85.9,C,Low,Pass
S00946,Male,21,Graduate,2000,87.9,48.3,88.2,A,Low,Pass
S00947,Female,17,Graduate,12408,81.3,100.0,81.0,C,Low,Pass
S00948,Male,19,Graduate,17278,85.0,92.6,89.3,C,Medium,Pass
S00949,Male,19,Secondary,31248,84.9,63.7,85.5,B,Low,Pass
S00950,Female,22,Graduate,10182,92.2,71.3,66.6,B,None,Pass
S00951,Male,22,None,4436,86.9,82.7,91.6,F,High,Pass
S00952,Other,22,Graduate,28033,82.9,49.5,74.3,A,Low,Pass
S00953,Female,16,Primary,38026,99.3,57.7,94.9,C,High,Pass
S00954,Female,21,Graduate,23958,97.1,68.6,76.3,C,Low,Pass
S00955,Male,21,Secondary,56814,94.8,29.2,83.0,F,None,Fail
S00956,Male,21,Secondary,2000,76.7,67.0,85.2,C,Low,Pass
S00957,Male,22,Secondary,31922,82.1,51.5,71.9,A,None,Pass
S00958,Male,20,Secondary,39297,92.9,55.6,79.4,C,None,Pass
S00959,Male,20,Postgraduate,37980,98.3,67.5,100.0,C,Medium,Pass
S00960,Female,21,Postgraduate,33232,97.7,76.5,69.7,A,Low,Pass
S00961,Other,20,Graduate,18039,100.0,85.1,100.0,C,Low,Pass
S00962,Female,22,Secondary,30385,98.3,54.5,100.0,D,Low,Fail
S00963,Male,19,Secondary,26171,100.0,70.6,88.3,A,Medium,Pass
S00964,Male,20,Graduate,28414,90.8,75.7,82.8,B,Low,Pass
S00965,Male,16,Graduate,22670,80.0,76.4,89.5,D,Medium,Pass
S00966,Male,18,Graduate,18263,95.6,41.1,72.8,B,High,Pass
S00967,Male,16,Graduate,18210,86.7,82.0,85.7,C,Low,Pass
S00968,Female,16,Secondary,38185,75.5,62.3,73.9,F,Low,Fail
S00969,Male,20,Primary,34039,78.5,88.5,48.4,A,Medium,Pass
S00970,Female,21,Postgraduate,17586,70.2,69.2,46.2,D,Medium,Fail
S00971,Male,17,None,14136,64.2,84.0,57.1,F,Medium,Pass
S00972,Male,22,Secondary,51187,92.2,53.7,85.9,D,Low,Pass
S00973,Female,21,Secondary,2000,74.3,34.9,61.2,B,Medium,Pass
S00974,Other,21,Secondary,26492,84.9,45.1,79.6,C,Medium,Fail
S00975,Female,17,Secondary,20294,82.4,96.5,84.6,C,None,Pass
S00976,Female,16,Postgraduate,2521,100.0,52.2,100.0,D,Low,Pass
S00977,Male,16,Graduate,14751,92.4,74.5,85.7,D,Low,Pass
S00978,Male,18,Secondary,22610,67.3,53.1,70.2,B,Low,Fail
S00979,Female,19,Graduate,18510,100.0,66.3,100.0,B,Low,Pass
S00980,Male,17,Graduate,38711,75.1,94.2,58.6,C,High,Pass
S00981,Other,20,Graduate,6920,75.1,59.7,64.8,C,None,Fail
S00982,Male,20,Postgraduate,8557,66.1,87.6,54.5,C,Low,Fail
S00983,Female,18,Secondary,38132,84.2,64.8,54.5,F,Medium,Fail
S00984,Male,22,Secondary,2850,95.6,57.0,85.9,C,None,Fail
S00985,Female,22,None,12035,91.4,60.2,100.0,C,Low,Fail
S00986,Male,22,Graduate,32754,76.3,59.9,84.7,B,Low,Fail
S00987,Male,19,Secondary,36740,88.7,35.9,65.7,D,Low,Fail
S00988,Female,20,None,41749,82.3,41.0,67.4,D,Low,Pass
S00989,Other,22,Secondary,28631,76.5,78.0,80.7,F,Low,Fail
S00990,Female,21,Secondary,37210,63.0,48.9,56.9,C,None,Fail
S00991,Female,16,Secondary,36818,89.6,76.2,83.2,C,Low,Fail
S00992,Male,19,Postgraduate,19926,97.1,69.8,95.3,C,Low,Pass
S00993,Male,21,Secondary,24240,95.6,95.3,100.0,C,Low,Pass
S00994,Male,21,Graduate,24148,76.1,61.5,64.0,C,High,Pass
S00995,Male,20,Postgraduate,36152,88.2,72.7,81.9,C,Medium,Pass
S00996,Male,19,Primary,18048,69.3,77.4,46.3,F,High,Fail
S00997,Female,21,Primary,65218,76.2,44.4,91.6,B,Low,Fail
S00998,Female,21,Graduate,12439,94.0,83.9,91.0,C,High,Pass
S00999,Male,16,Secondary,30146,84.7,40.8,64.6,B,Medium,Pass
S01000,Female,19,Secondary,2000,100.0,47.7,100.0,A,Medium,Pass
